	id	date	year	type	area	location	activity	fatalyn	species	source	time	injury	country
822	1993.09.03	03-Sep-93	1993	Unprovoked	Costa Blanca	Playa de las Arenas, Valencia 	Swimming	N	1.2 m [4'] shark	Orlando Sentinel, 9/5/1993, p. A.22 citing El Pais newspaper	earlymorning	death	atlantic ocean
823	1993.08.21	21-Aug-93	1993	Unprovoked	Walkers Cay	Matinella Reef, 15 to 20 miles west of Walkers Cay	Spearfishing	N	1.8 m [6'] blacktip shark or Caribbean reef shark	South Florida  Sun Sentinel, 8/22/1993, p. 1A; Palm Beach Post, 8/22/1993	lateafternoon	injury	atlantic ocean
824	1993.08.15.b	15-Aug-93	1993	Unprovoked	California	Between Santa Cruz Island and Santa Barbara	Watching the shark feeding on a dead pinniped	N	>6 m white shark, according to witnesses	R. Collier, p.174	morning	death	atlantic ocean
825	1993.08.15.a	15-Aug-93	1993	Unprovoked	North Carolina	Pamlico Sound	Riding floatation device	N	Bull shark	Charlotte Observer, 8/19/1993, p.2C; F. Schwartz, p.23	morning	injury	atlantic ocean
826	1993.07.30	30-Jul-93	1993	Unprovoked	Eastern Cape Province	Pollock Beach, Port Elizabeth	Surfing	N	4 m [13'] white shark	A. Gifford, GSAF	earlyafternoon	death	atlantic ocean
827	1993.07.07	07-Jul-93	1993	Unprovoked	Florida	Daytona Beach, Volusia County	Playing	N	1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered 	G. Taylor, Orlando Sentinel, 7/8/1993 edtion, p. B1; P. LaMee, Orlando Sentinel, 7/9/1993 edtion, p.B3	earlyevening	injury	atlantic ocean
828	1993.06.10	10-Jun-93	1993	Unprovoked	Hawaii	Goats Island (Moku�auia Island), Malaekahana State Recreation Area, Laie, O'ahu	Paddling on surfboard or body board	N	Thought to involve a tiger shark	G. Ambrose, pp.61-68; J. Borg, p.83	earlymorning	injury	atlantic ocean
829	1993.06.09	09-Jun-93	1993	Unprovoked	New South Wales	Julian Rocks, Byron Bay	Scuba diving	Y	Remains recovered from 5.5 m [18'] white shark	A. MacCormick, p.56; H. Edwards, pp.11 & 159	morning	death	pacific ocean
830	1993.06.05	05-Jun-93	1993	Unprovoked	Tasmania	Tenth Island (King Island)	Scuba diving at seal colony	Y	5 m [16.5'] white shark	Telegraph Mirror (Sydney), June 7, 1993; H. Edwards, p.156; C. Black pp. 167-169	morning	death	pacific ocean
831	1993.03.14	14-Mar-93	1993	Unprovoked	Hawaii	Paradise Bay (next to Wailua Bay), Maui	Paddling on surfboard	N	Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)	J. Borg, p.83; G. Ambrose, pp.30-40	earlyafternoon	injury	atlantic ocean
832	1993.03.12	12-Mar-93	1993	Unprovoked	California	Linda Mar Beach, Pedro Point, San Mateo County	Free diving & spearfishing (ascending)	N	White shark	R. Collier, p.140	earlyafternoon	injury	atlantic ocean
833	1993.02.04	04-Feb-93	1993	Provoked	Queensland	Mooloolaba	Fishing	N	Bronze whaler shark, 1.5 m 	Courier-Mail, 2/5/1993, p.7	earlyafternoon	provoked	pacific ocean
834	1993.01.05	05-Jan-93	1993	Unprovoked	Queensland	Line Reef, northeast of Hamilton Island, Whitsundays	Spearfishing	N	1.5 m shark	Courier-Mail, 1/6/1993, p.1	morning	injury	pacific ocean
835	1993.01.02	02-Jan-93	1993	Unprovoked	Oregon	Bastendorf Beach, Coos County	Surfing	N	6 m [20'] white shark	R. Collier, pp.138-139; Mark Marks	afternoon	death	atlantic ocean
836	1992.12.23	23-Dec-92	1992	Unprovoked	Hawaii	Chun's Reef, Laniakea, O'ahu	Lying on surfboard	N	Tiger shark, 3 m to 4.9 m [10' to 16'] 	L. Taylor (1993), pp.114-115; Orlando Sentinel, 12/25/1992, p.A20	lateafternoon	injury	atlantic ocean
837	1992.11.29	29-Nov-92	1992	Unprovoked	California	San Onofre, San Diego County 	Spearfishing / free diving	N	Mako shark, 1.8 m [6']  	R. Collier, p.xxvi; H. Viders, Alert Diver Magazine	earlyafternoon	injury	atlantic ocean
838	1992.11.25.a	25-Nov-92	1992	Unprovoked	Florida	Brevard County, a mile north of Sebastian Inlet	Surfing	N	6' to 7' blacktip shark	M. R. Paul; Orlando Sentinel, 11/28/1992; Fort Pierce Tribune, 11/30/1992 	earlymorning	death	atlantic ocean
839	1992.11.14	14-Nov-92	1992	Unprovoked	California	Ano Nuevo, San Mateo County	Kayaking	N	5 m to 6 m white shark	R. Collier, p.137	latemorning	injury	atlantic ocean
840	1992.11.11	11-Nov-92	1992	Unprovoked	California	San Nicholas Island, Santa Barbara County	Scuba diving (submerged)	N	Unidentified shark	R. Collier, pp.136-137	earlyafternoon	injury	atlantic ocean
841	1992.11.05.a	05-Nov-92	1992	Unprovoked	Hawaii	Kea'au Beach Park, O'ahu	Body boarding	Y	Tiger shark, 3 m to 3.7 m [10' to 12'] 	Dr. P. Bjokman;  Palm Beach Post, 11/7/1992 	morning	death	atlantic ocean
842	1992.10.29	29-Oct-92	1992	Unprovoked	California	Castle Rock, San Miguel Island, Santa Barbara County	Hookah diving for sea urchins	N	2.5 m [8.25'] white shark	R. Collier, pp.135-136      	morning	injury	atlantic ocean
843	1992.10.22	22-Oct-92	1992	Unprovoked	Hawaii	Lanaikea, O'ahu	Surfing	N	Tiger shark, 4.3 m [14'] 	Orlando Sentinel, 10/24/1992, p.A5; G. Ambrose, pp.54-60; A. MacCormick, p.195; J. Borg, p.82; L. Taylor (1993), pp.114-115	earlymorning	death	atlantic ocean
844	1992.10.01	01-Oct-92	1992	Unprovoked	Queensland	North Point Beach, Moreton Island	Surfing	Y	4.2 m white shark	Daily Telegraph (Sydney) 10/2/1992 ; Orlando Sentinel, 10/2/1992, p.A3; A. Sharpe, p.108; A. MacCormick, p.197	earlyafternoon	death	pacific ocean
845	1992.08.25	25-Aug-92	1992	Unprovoked	South Australia	Lipson Cove, Tumby Bay	Surfing	N	4 m white shark	Advertiser, 8/28/1992, p.3; J. West, ASAF	lateafternoon	injury	pacific ocean
846	1992.08.18	18-Aug-92	1992	Unprovoked	California	Klamath River, Del Norte County	Surfing	N	5.5 m to 6 m [18' to 20'] white shark	R. Collier, pp.132-133	lateafternoon	death	atlantic ocean
847	1992.07.21	21-Jul-92	1992	Unprovoked	Florida	Manasota Beach, Sarasota County	Standing	N	"""a small shark"""	Sarasota Herald-Tribune, 7/23/1992 	latemorning	injury	atlantic ocean
848	1992.06.28.a	28-Jun-92	1992	Unprovoked	Saint-Paul	Cap de la Marianne	Surfing	Y	Bull shark or lemon shark	G. Van Grevelynghe	earlyafternoon	death	indian ocean
849	1992.06.17	17-Jun-92	1992	Unprovoked	Ehime Prefecture	1.5 km north of Igata-cho, 60 km south of Matsyama	Preparing to fish for jack-mackerel	N	White shark, identification by K. Nakaya	K. Nakaya; Orlando Sentinel, 6/18/1992, p. A3	latemorning	death	pacific ocean
850	1992.05.22	22-May-92	1992	Unprovoked	Saint-Joseph	Lieu-dit Cayenne	Surfing	Y	Tiger shark, 3 m to 4 m [10' to 13'] 	G. Van Grevelynghe	earlyafternoon	death	indian ocean
851	1992.04.24	24-Apr-92	1992	Unprovoked	Antarctic Ocean	Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand	Snorkeling	N	4 m [13'], 590-kg white shark	M. Fraser; R. Weeks, GSAF	earlyafternoon	injury	pacific ocean
852	1992.04.09	09-Apr-92	1992	Unprovoked	Eastern Cape Province	Nahoon	Surfing	N	>2 m shark	G. Harmer; M. Levine, GSAF	earlyafternoon	death	atlantic ocean
853	1992.03.28	28-Mar-92	1992	Unprovoked	Hawaii	Cannons, at Ha'ena on the north shore of Kaua'i Island	Surfing, paddling seawards	N	Tiger shark	G. Ambrose, pp.18-23; J. Borg, p.81; L. Taylor (1993), pp.112-113	earlymorning	death	atlantic ocean
854	1992.03.08.c	08-Mar-92	1992	Unprovoked	Ehime Prefecture	Matsuyama	Hookah diving for pen shells 	Y	5 m [16.5'] white shark, identification by K. Nakaya	K. Nakaya; Orlando Sentinel, 3/20/1992, p.A10 & 6/18/1992, p. A3	earlyafternoon	death	pacific ocean
855	1992.03.08.a	08-Mar-92	1992	Unprovoked	Oregon	Winchester Bay, Douglas County	Surfing (sitting on his board)	N	Said to involve a 6 m to 7 m [20' to 23'] white shark	R. Collier, pp.130-132; M.  Marks	morning	death	atlantic ocean
856	1992.02.14	14-Feb-92	1992	Unprovoked	Ehime Prefecture	Matsuyama	Diving for pen shells	N	5 m [16.5'] shark	K. Nakaya	morning	injury	pacific ocean
857	1992.01.29.b	29-Jan-92	1992	Unprovoked	La Saline-les-Bains	Revine-3-Bassins	Spearfishing	N	1.8 m grey shark	G. Van Grevelynghe	afternoon	death	indian ocean
858	1992.01.29.a	29-Jan-92	1992	Unprovoked	New South Wales	Tweed Heads	Boogie boarding	N	Bronze whaler shark, 2.3 m [7.5'] 	Advertiser, 1/30/1992, p.7 & 2/1/1992, p.4	evening	injury	pacific ocean
859	1992.01.23	23-Jan-92	1992	Unprovoked	KwaZulu-Natal	Isipingo	Swimming 	N	Zambesi shark, 1.7 m [5.5'] 	G. Cliff, NSB	lateafternoon	injury	atlantic ocean
860	1992.01.08	08-Jan-92	1992	Unprovoked	KwaZulu-Natal	Sheffield Beach	Spearfishing	N	Possibly a 1.5 m [5'] blacktip shark	A. Gifford, GSAF	lateafternoon	injury	atlantic ocean
861	1991.12.04	04-Dec-91	1991	Unprovoked	California	Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County	Hookah diving for sea urchins	N	6 m [20'] white shark	R. Collier, pp.129-130; Mark Marks; S. Waterman     	earlyafternoon	injury	atlantic ocean
862	1991.11.26.b	26-Nov-91	1991	Unprovoked	Hawaii	Olowalu, Maui	Snorkeling	Y	Tiger shark, 2.4 m 3.4 m [8' to 11']  	J. Borg, pp.1-3; A. MacCormick, p.151; L. Taylor (1993), pp.112-113	morning	death	atlantic ocean
863	1991.11.19	19-Nov-91	1991	Unprovoked	Hawaii	Maliko Point, Maui	Fishing from rocks, swept out to sea by large wave & treading water	Y	Tiger shark, 3.7 m [12'] 	J. Borg, pp.79-80; L. Taylor (1993), pp.110-111	afternoon	death	atlantic ocean
864	1991.11.14	14-Nov-91	1991	Provoked	Florida	Near Port Canaveral Coast Guard Base	Fishing	N	2.4 m [8'] shark	D.E. Owens, Orlando Sentinel, 11/15/1991	latemorning	provoked	atlantic ocean
865	1991.10.12	12-Oct-91	1991	Unprovoked	Florida	Melbourne Beach, Brevard County	Surfing	N	1.8 m [6'] shark	Orlando Sentinel, 10/13/1991	earlymorning	injury	atlantic ocean
866	1991.10.05	05-Oct-91	1991	Unprovoked	California	Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County	Surfing	N	5 m to 6 m [16.5' to 20'] white shark	R. Collier, pp.126-128 ; Orlando Sentinel, 10/6/1991, p.A8 & 10/10/ 1991, p.A8 	earlymorning	injury	atlantic ocean
867	1991.09.08	08-Sep-91	1991	Unprovoked	South Australia	Snapper Point, Aldinga Beach, Adelaide	Scuba diving	Y	4 m [13'] white shark	Advertiser, 1/31/1992, p.5; A. Sharpe, pp.127-128 	earlyafternoon	death	pacific ocean
868	1991.08.26	26-Aug-91	1991	Unprovoked	South Carolina	Myrtle Beach, Horry County	Swimming	N	sand shark	Charlotte Observer, 8/27/1991, p.1B	earlyafternoon	death	atlantic ocean
869	1991.08.12	12-Aug-91	1991	Unprovoked	Florida	Vero Beach, Indian River County	Wading	N	3' shark	Vero Beach Press Journal, 8/13/1991,    E. Pace, FSAF	afternoon	injury	atlantic ocean
870	1991.07.30	30-Jul-91	1991	Unprovoked	Ligurian Sea	Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)	Canoeing	N	4 m [13'] white shark	Stars & Stripes, 8/5/1991, p.8; A. De Maddalena; Graffione (1991), Fergusson (1996), Angela et al. (1997)	earlyafternoon	injury	atlantic ocean
871	1991.07.01.b	01-Jul-91	1991	Unprovoked	L'Etang-Sal�	Ravine des Sables, Saint Leu	Surfing	N	Tiger shark, 3 to 4 m [10' to 13'] 	R.D. Weeks, GSAF, p.303; G. Van Grevelynghe	lateafternoon	amputation	indian ocean
872	1991.07.01.a	01-Jul-91	1991	Unprovoked	California	8.5 miles south of Ano Nuevo State Reserve, Davenport County	Surfing	N	5 m [16.5'] white shark	"R. Collier, pp.124-126 ; San Jose Mercury, 7/4/1991; Orlando Sentinel, 7/4/1991, p.A21; 10/6/1991, p.A22
  "	morning	injury	atlantic ocean
873	1991.06.07.b	07-Jun-91	1991	Unprovoked	Florida	Tampa Bay, Hillsborough County	Swimming behind sailboat	N	2.7 m [9'] bull or lemon shark	Orlando Sentinel; 6/9/1991, p.B3; Ocala Star-Banner, 6/8/1991; St. Petersburg Times, 11/28/1991 	morning	injury	atlantic ocean
874	1991.06.07.a	07-Jun-91	1991	Unprovoked	Port Shelter	Silverstrand Beach, near Hung Hau 	Swimming 	Y	Tiger shark, >3 m [10']	Sunday Mail, 6/9/91, p.28	earlymorning	death	pacific ocean
875	1991.05.26	26-May-91	1991	Unprovoked	Hawaii	Ma'ili Beach, O'ahu	Sitting on surfboard	N	2.4 m [8'] shark	J. Borg, p.79; L. Taylor (1993), pp.110-111	afternoon	injury	atlantic ocean
876	1991.05.19	19-May-91	1991	Unprovoked	Western Cape Province	Gordon�s Bay	Scuba diving	N	"3.5 m [11.5'] female white shark named ""Notchfin"""	M. Levine, GSAF	earlyafternoon	death	atlantic ocean
877	1991.04.16.b	16-Apr-91	1991	Provoked	Maryland	Baltimore Aquarium	Diving	N	7' female shark	Washington Post, 4/20/1991	morning	death	atlantic ocean
878	1991.04.03	03-Apr-91	1991	Unprovoked	Hawaii	One'ula Beach Park, 'Ewa Beach, O'ahu	Sitting on surfboard	N	"""Shark had a very large girth"""	J. Borg, p.79; L. Taylor (1993), pp.110-111	lateafternoon	injury	atlantic ocean
879	1991.02.24	24-Feb-91	1991	Unprovoked	Oregon	Neskowin, Tillamook County	Surfing	N	5.5 m [18'] white shark	R. Collier, pp.122-123	morning	death	atlantic ocean
880	1991.02.12	12-Feb-91	1991	Unprovoked	Western Cape Province	Miller�s Point	Spearfishing	N	5.5 m [18'] white shark	M. Levine, GSAF	latemorning	injury	atlantic ocean
881	1990.11.03	03-Nov-90	1990	Unprovoked	California	Monastery Beach, Carmel Bay, Monterey County	Scuba diving (but on surface)	N	4 m to 5 m [13' to 16.5'] white shark	R. Collier, p.122	earlyafternoon	injury	atlantic ocean
882	1990.11.01	01-Nov-90	1990	Unprovoked	Florida	Spanish River Park Beach, Palm Beach County	Surfing	N	5' shark	Palm Beach Post, 11/3/1990; Miami Herald, 11/2/1990  	morning	injury	atlantic ocean
883	1990.10.30.b	30-Oct-90	1990	Unprovoked	Florida	Melbourne Beach, Brevard County	Surfing	N	1.8 m [6'] shark 	S. Jacobson, Orlando Sentinel, 11/1/1990, p. B1; St. Petersburg Times, 11/1/1990; Miami Herald, 11/1/1990	afternoon	injury	atlantic ocean
884	1990.10.20	20-Oct-90	1990	Unprovoked	Florida	North end of County Beach, Palm Beach County	Surfing	N	4' spinner shark	Palm Beach Post, 10/22/1990  	afternoon	injury	atlantic ocean
885	1990.10.15	15-Oct-90	1990	Unprovoked	Hawaii	Hanalei Point, Kaua'i	Surfing	N	Tiger shark, 3.7 m [12'] 	G.. Filtzer; G. Ambrose, pp.8-17; J. Borg, p.64	earlyafternoon	death	atlantic ocean
886	1990.10.12	12-Oct-90	1990	Unprovoked	Florida	Stuart Beach, Martin County	Surfing	N	1.8 m to 2.4 m [6' to 8'] shark	S.L. Jackson, Palm Beach Post, 10/13/1990  	latemorning	injury	atlantic ocean
887	1990.09.15	15-Sep-90	1990	Unprovoked	Western Cape Province	Oudekraal	Spearfishing	N	5 m  [16.5'] white shark	P. v.d. Walt; G. Cliff, NSB	earlyafternoon	injury	atlantic ocean
888	1990.09.05	05-Sep-90	1990	Unprovoked	California	Trinidad State Beach, Humboldt County	Kayaking	N	2.5 m to 3 m [8.25' to 10']  white shark	R. Collier, pp118-119          	lateafternoon	injury	atlantic ocean
889	1990.08.28	28-Aug-90	1990	Unprovoked	California	Trinidad Head, Humboldt County	Surfing	N	5 m to 6 m [16.5' to 20'] white shark	R. Collier, pp.116-118	afternoon	death	atlantic ocean
890	1990.06.24	24-Jun-90	1990	Unprovoked	Western Cape Province	Mossel Bay	Scuba diving (but on surface)	Y	"4.5 m [14'9""] white shark"	A Gifford, G. Cliff, GSAF	earlyafternoon	death	atlantic ocean
891	1990.05.06	06-May-90	1990	Unprovoked	Eastern Cape Province	Cintsa East	Resting on surfboard	N	5.5 m [18'] white shark, identified by witnesses & tooth marks	R. Forrester, M. Levine, GSAF	latemorning	injury	atlantic ocean
892	1990.04.14	14-Apr-90	1990	Unprovoked	Eastern Cape Province	Cape Recife	Lying on surfboard & paddling	N	2.3 m [7.5'] white shark, identified by M. Smale	M. Smale	earlyafternoon	injury	atlantic ocean
893	1990.04.09	09-Apr-90	1990	Unprovoked	Queensland	Greenmount Beach	Surfing	N	Tiger shark, 3 m 	Herald, 4/10/1990, p.4 & 4/11/1990, p.1	earlymorning	death	pacific ocean
894	1990.03.05	05-Mar-90	1990	Unprovoked	Sainte-Marie	Baie de la Mare	Surfing	N	3 m [10'] bull shark	G. Van Grevelynghe	lateafternoon	death	indian ocean
895	1990.02.17	17-Feb-90	1990	Unprovoked	Hawaii	Mokapu, Kane'ohe Marine Air Corps Station, O'ahu	Scuba diving & spearfishing	Y	Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL	J. Borg, pp.78-79; L. Taylor (1993) pp.110-111	evening	death	atlantic ocean
896	1989.11.18	18-Nov-89	1989	Unprovoked	Western Cape Province	Melkbosstrand	Free diving & spearfishing	Y	White shark	M. Levine, GSAF	latemorning	death	atlantic ocean
897	1989.10.22	22-Oct-89	1989	Unprovoked	Tasmania	Shelly Point 	Surfing	N	2.7 m [9'] white shark	Hobart Mercury, 10/23/1989, p.1; C. Black, pp 163-167	earlyafternoon	death	pacific ocean
898	1989.10.14	14-Oct-89	1989	Invalid	Hawaii	Kahe Point, O'ahu	Scuba diving	Y	Large tiger shark	Washington Post, 10/17/1989, J. Borg, pp.77-78; L. Taylor (1993), pp.108-109	afternoon	death	atlantic ocean
899	1989.09.17	17-Sep-89	1989	Unprovoked	Western Cape Province	Smitswinkel, False Bay	Free diving	N	White shark, identified by tooth pattern	G.v.Niekerk,  C. Walker, M.Levine, GSAF	earlyafternoon	injury	atlantic ocean
900	1989.09.09.b	09-Sep-89	1989	Unprovoked	California	Southeast Farallon Island, Farallon Islands	Hookah diving for abalone (descending)	N	4 m to 5 m [13' to 16.5']  white shark	R. Collier, pp.110-112      	latemorning	injury	atlantic ocean
901	1989.08.22.a	22-Aug-89	1989	Unprovoked	Western Cape Province	Mossel Bay	Surfing	N	>3.4 m [11'] white shark	N.v.Broembsen; M. Levine, GSAF	morning	injury	atlantic ocean
902	1989.08.13	13-Aug-89	1989	Unprovoked	New South Wales	Lennox Head	Surfing	N	Bronze whaler shark, 3 m [10'] 	Sydney Morning Herald, 8/14/1989, p.3; Courier Mail, 8/19/1989, p.2	earlymorning	death	pacific ocean
903	1989.07.20	20-Jul-89	1989	Unprovoked	Eastern Cape Province	Jeffreys Bay	Surfing	N	2.5 m [8.25'] white shark	 E. Razzano & R. Joseph; M. Levine, GSAF	morning	injury	atlantic ocean
904	1989.06.06	06-Jun-89	1989	Unprovoked	Tuscany	Marinella, between Punta Blanca & Marine del Carrara 	Windsurfing (urinating on his board)	N	3 m [10'] white shark	I. Fergusson, MEDSAF	earlyafternoon	injury	atlantic ocean
905	1989.06.05	05-Jun-89	1989	Unprovoked	Eastern Cape Province	Jeffreys Bay	Surfing	N	3 m [10'] white shark	R. Jacobs, R. Joseph; M. Levine, GSAF 	afternoon	death	atlantic ocean
906	1989.06.03	03-Jun-89	1989	Unprovoked	Eastern Cape Province	Gonubie	Free diving	N	2.5 m [8.25'] white shark	M. Levine, L. Krouse, P. Sachs, GSAF	earlyafternoon	injury	atlantic ocean
907	1989.04.12	12-Apr-89	1989	Unprovoked	Washington	Pacific Beach, Grays Harbor County	Surfing (lying prone on his board)	N	White shark	R. Collier, p.110; J. McCosker & R.N. Lea      	morning	injury	atlantic ocean
908	1989.03.09	09-Mar-89	1989	Unprovoked	South Australia	Waitpinga Beach, near Victor Harbor, Encounter Bay	Surfing	Y	2 m [6.75'] white shark	Courier-Mail, 3/11/1989, p.5;  J. West, ASAF	evening	death	pacific ocean
909	1989.02.02	02-Feb-89	1989	Unprovoked	Tyrrhenian Sea	Golfo di Baratti, near Piombino (Tuscany)	Scuba diving, but swimming on surface	Y	6 m [20'] white shark	A. De Maddalena; Cappelletti (1989a), Bertuccelli (1989), Giudici & Fino (1989), Biagi (1989), Albertarelli (1989); I. Fergusson, MEDSA; C. Moore, GSAF	morning	death	atlantic ocean
910	1989.01.26.b	26-Jan-89	1989	Invalid	California	Latigo Point / Paradise Cove, west of Malibu, Los Angeles County	Kayaking	Y	5 m [16.5'] white shark	R. Collier, pp.106-109	morning	death	atlantic ocean
911	1989.01.26.a	26-Jan-89	1989	Unprovoked	California	Latigo Point / Paradise Cove,west of Malibu, Los Angeles County	Kayaking	Y	5 m [16.5'] white shark	R. Collier, pp.106-109	morning	death	atlantic ocean
912	1989.01.03	03-Jan-89	1989	Unprovoked	New South Wales	Half Tide Beach, Evans Head	Surfing with dolphins	N	Tiger shark, 4 m [13'] 	Courier Mail, 1/4/1989, p.1; Herald, 1-4/1989, p.1; Miami Herald, 1/5/1989; A. Sharpe, p.87	lateafternoon	injury	pacific ocean
913	1988.10.23	23-Oct-88	1988	Unprovoked	Oregon	Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County 	Surfing (sitting on his board)	N	5.5 m to 6 m [18' to 20']  white shark	R. Collier, pp.104-106	lateafternoon	injury	atlantic ocean
914	1988.10.10	10-Oct-88	1988	Unprovoked	Florida	Playalinda, Brevard County	Surfing	N	1.2 m to 1.5 m [4' to 5'] shark	G. Taylor, Orlando Sentinel, 10/12/1988, p.D3	earlyevening	injury	atlantic ocean
915	1988.09.13.b	13-Sep-88	1988	Unprovoked	Florida	Shell Island Panama City Beach, Bay County	Walking	N	1.8 m [6'] shark	M. Womack, News Herald; Orlando Sentinel, 9/18/1988, p. B4	earlyafternoon	injury	atlantic ocean
916	1988.09.13.a	13-Sep-88	1988	Unprovoked	Florida	Shell Island Panama City Beach, Bay County	Snorkeling	Y	3 m [10'] bull shark	M. Womack, News Herald	earlyafternoon	death	atlantic ocean
917	1988.08.11	11-Aug-88	1988	Unprovoked	California	Klamath River, Del Norte County	Surfing	N	2.4 m to 3 m [8' to 10'] white shark	R. Collier, pp.102-104	morning	injury	atlantic ocean
918	1988.06.19	16-Jun-88	1988	Unprovoked	Western Cape Province	Sculphoek	Spearfishing	N	White shark	W.v.Rensberg, M. Levine, GSAF	morning	injury	atlantic ocean
919	1988.06.09	09-Jun-88	1988	Unprovoked	South Carolina	Sea Pines Beach Club, Hilton Head, Beaufort County	Sittting in water with his child	N	Sand shark?	Charlotte Observer, 6/11/1988, p.1B	afternoon	injury	atlantic ocean
